Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
3202,Product setup,open,Critical,cancellation request
3203,Data loss,open,High,technical issue
3204,Refund request,pending customer response,Critical,product inquiry
3205,Hardware issue,pending customer response,Medium,cancellation request
3206,Network problem,open,Medium,refund request
3207,Data loss,open,Critical,cancellation request
3208,Display issue,open,Critical,product inquiry
3209,Hardware issue,closed,Medium,cancellation request
3210,Hardware issue,closed,Critical,product inquiry
3211,Refund request,closed,Critical,cancellation request
3212,Display issue,pending customer response,Low,billing inquiry
3213,Refund request,closed,High,refund request
3214,Refund request,open,Low,cancellation request
3215,Software bug,open,Low,refund request
3216,Account access,closed,Low,billing inquiry
3217,Network problem,open,Low,cancellation request
3218,Account access,pending customer response,Low,cancellation request
3219,Product compatibility,open,High,cancellation request
3220,Product setup,open,Medium,product inquiry
3221,Payment issue,open,Medium,product inquiry
3222,Hardware issue,open,Critical,billing inquiry
3223,Payment issue,closed,Low,refund request
3224,Installation support,pending customer response,High,billing inquiry
3225,Data loss,pending customer response,Medium,product inquiry
3226,Hardware issue,closed,Critical,product inquiry
3227,Account access,pending customer response,Critical,product inquiry
3228,Hardware issue,open,Low,technical issue
3229,Battery life,open,Low,billing inquiry
3230,Product compatibility,closed,Low,product inquiry
3231,Installation support,pending customer response,Critical,refund request
3232,Product recommendation,pending customer response,Medium,cancellation request
3233,Payment issue,pending customer response,Critical,cancellation request
3234,Software bug,open,Medium,billing inquiry
3235,Data loss,closed,Medium,refund request
3236,Peripheral compatibility,open,Critical,cancellation request
3237,Network problem,pending customer response,Low,cancellation request
3238,Hardware issue,open,Low,product inquiry
3239,Display issue,open,High,refund request
3240,Refund request,open,Critical,cancellation request
3241,Account access,open,Low,refund request
3242,Hardware issue,pending customer response,Low,refund request
3243,Network problem,closed,Critical,billing inquiry
3244,Refund request,closed,Low,billing inquiry
3245,Account access,closed,High,billing inquiry
3246,Delivery problem,closed,Critical,product inquiry
3247,Battery life,open,Critical,billing inquiry
3248,Product recommendation,pending customer response,Medium,refund request
3249,Software bug,pending customer response,Medium,technical issue
3250,Account access,pending customer response,Critical,technical issue
3251,Payment issue,closed,Medium,billing inquiry
3252,Account access,closed,Medium,refund request
3253,Refund request,open,Critical,technical issue
3254,Payment issue,open,Critical,technical issue
3255,Peripheral compatibility,open,Medium,technical issue
3256,Battery life,closed,Low,product inquiry
3257,Hardware issue,pending customer response,High,cancellation request
3258,Product recommendation,open,High,product inquiry
3259,Product compatibility,closed,Critical,cancellation request
3260,Product compatibility,open,Critical,cancellation request
3261,Data loss,open,Critical,technical issue
3262,Display issue,closed,Critical,cancellation request
3263,Product recommendation,pending customer response,Low,refund request
3264,Installation support,closed,High,product inquiry
3265,Product recommendation,open,Low,technical issue
3266,Refund request,open,High,cancellation request
3267,Refund request,pending customer response,Critical,billing inquiry
3268,Peripheral compatibility,closed,Medium,refund request
3269,Software bug,pending customer response,Low,refund request
3270,Peripheral compatibility,pending customer response,High,technical issue
3271,Peripheral compatibility,open,Critical,technical issue
3272,Product setup,closed,Low,billing inquiry
3273,Hardware issue,open,Low,cancellation request
3274,Cancellation request,closed,Low,refund request
3275,Cancellation request,open,Critical,billing inquiry
3276,Product compatibility,closed,Critical,refund request
3277,Network problem,pending customer response,Critical,refund request
3278,Software bug,open,High,product inquiry
3279,Battery life,pending customer response,Critical,cancellation request
3280,Product setup,pending customer response,Medium,product inquiry
3281,Product recommendation,closed,Critical,refund request
3282,Cancellation request,open,Medium,cancellation request
3283,Account access,open,Low,cancellation request
3284,Hardware issue,pending customer response,High,billing inquiry
3285,Product compatibility,closed,High,cancellation request
3286,Delivery problem,closed,High,cancellation request
3287,Battery life,open,High,technical issue
3288,Display issue,pending customer response,Medium,billing inquiry
3289,Product recommendation,open,High,technical issue
3290,Payment issue,closed,High,technical issue
3291,Peripheral compatibility,open,Low,cancellation request
3292,Account access,closed,High,technical issue
3293,Payment issue,closed,Low,cancellation request
3294,Display issue,closed,Medium,product inquiry
3295,Product recommendation,pending customer response,Critical,cancellation request
3296,Battery life,pending customer response,High,cancellation request
3297,Data loss,open,High,technical issue
3298,Product recommendation,closed,Medium,refund request
3299,Payment issue,closed,Critical,billing inquiry
3300,Hardware issue,open,Low,refund request
3301,Software bug,pending customer response,Medium,technical issue
3302,Cancellation request,open,High,cancellation request
3303,Display issue,closed,Low,technical issue
3304,Product recommendation,closed,Low,product inquiry
3305,Software bug,open,Low,product inquiry
3306,Cancellation request,pending customer response,Critical,refund request
3307,Network problem,pending customer response,High,refund request
3308,Payment issue,pending customer response,High,technical issue
3309,Peripheral compatibility,pending customer response,Low,cancellation request
3310,Account access,open,Critical,refund request
3311,Payment issue,pending customer response,Critical,product inquiry
3312,Data loss,closed,Low,cancellation request
3313,Payment issue,pending customer response,Critical,billing inquiry
3314,Display issue,closed,High,product inquiry
3315,Battery life,pending customer response,Low,refund request
3316,Product setup,closed,Medium,refund request
3317,Payment issue,open,Critical,technical issue
3318,Refund request,closed,Medium,technical issue
3319,Payment issue,pending customer response,High,billing inquiry
3320,Product recommendation,open,Medium,billing inquiry
3321,Payment issue,open,High,refund request
3322,Product recommendation,closed,Critical,refund request
3323,Battery life,open,Medium,technical issue
3324,Refund request,open,Critical,billing inquiry
3325,Delivery problem,pending customer response,Medium,product inquiry
3326,Battery life,open,Medium,billing inquiry
3327,Peripheral compatibility,open,High,cancellation request
3328,Data loss,closed,Critical,product inquiry
3329,Battery life,open,Medium,billing inquiry
3330,Cancellation request,closed,Low,technical issue
3331,Delivery problem,pending customer response,Medium,billing inquiry
3332,Network problem,pending customer response,High,technical issue
